#======= TRAJECTORY BEGIN: DionisioPAE
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     7.644       1.311      -1.536       0.000       0.000       0.000       0.200
#--------Waypoint:     5.089       1.947       1.134      -0.725      -2.531       2.670       0.200
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          3.04800  m/s
#--------Maximum Acceleration:      1.52400  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          3.04800  m/s
#--------Track width:               0.64008  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   No
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   0.69331,    1.05660,    1.52400,    0.32359,   -0.14399,   -0.86631,   -2.18867,Segment:  18
   0.71306,    1.08670,    1.52400,    0.33692,   -0.16043,   -0.91156,   -2.08617,Segment:  19
   0.75164,    1.14551,    1.52400,    0.36180,   -0.19558,   -0.99687,   -1.87493,Segment:  20
   0.78931,    1.20291,    1.52400,    0.38431,   -0.23365,   -1.07518,   -1.66752,Segment:  21
   0.82632,    1.25932,    1.52400,    0.40450,   -0.27450,   -1.14667,   -1.47381,Segment:  22
   0.86285,    1.31499,    1.52400,    0.42242,   -0.31797,   -1.21176,   -1.29899,Segment:  23
   0.89901,    1.37009,    1.52400,    0.43809,   -0.36391,   -1.27099,   -1.14491,Segment:  24
   0.93487,    1.42475,    1.52400,    0.45157,   -0.41218,   -1.32492,   -1.01126,Segment:  25
   0.97048,    1.47901,    1.52400,    0.46289,   -0.46263,   -1.37415,   -0.89654,Segment:  26
   1.04099,    1.58647,    1.52400,    0.47923,   -0.56946,   -1.46067,   -0.71571,Segment:  27
   1.11056,    1.69249,    1.52400,    0.48744,   -0.68321,   -1.53444,   -0.58598,Segment:  28
   1.17904,    1.79686,    1.52400,    0.48784,   -0.80270,   -1.59859,   -0.49351,Segment:  29
   1.24627,    1.89931,    1.52400,    0.48076,   -0.92674,   -1.65559,   -0.42817,Segment:  30
   1.27935,    1.94972,    1.52400,    0.47453,   -0.99009,   -1.68203,   -0.40337,Segment:  31
   1.31203,    1.99953,    1.52400,    0.46654,   -1.05413,   -1.70738,   -0.38293,Segment:  32
   1.34429,    2.04870,    1.52400,    0.45685,   -1.11871,   -1.73183,   -0.36633,Segment:  33
   1.37611,    2.09720,    1.52400,    0.44550,   -1.18369,   -1.75554,   -0.35315,Segment:  34
   1.40746,    2.14498,    1.52400,    0.43253,   -1.24891,   -1.77867,   -0.34307,Segment:  35
   1.43832,    2.19201,    1.52400,    0.41797,   -1.31423,   -1.80137,   -0.33585,Segment:  36
   1.46867,    2.23825,    1.52400,    0.40188,   -1.37949,   -1.82378,   -0.33133,Segment:  37
   1.49848,    2.28368,   -0.61719,    0.38428,   -1.44455,   -1.84603,   -0.32938,Segment:  38
   1.52814,    2.26538,   -1.52400,    0.36523,   -1.50927,   -1.86826,   -0.32997,Segment:  39
   1.55819,    2.21958,   -1.52400,    0.34475,   -1.57348,   -1.89059,   -0.33310,Segment:  40
   1.58880,    2.17293,   -1.52400,    0.32291,   -1.63705,   -1.91316,   -0.33883,Segment:  41
   1.61993,    2.12548,   -1.52400,    0.29972,   -1.69982,   -1.93610,   -0.34728,Segment:  42
   1.65158,    2.07726,   -1.52400,    0.27525,   -1.76164,   -1.95955,   -0.35865,Segment:  43
   1.68371,    2.02829,   -1.52400,    0.24952,   -1.82238,   -1.98367,   -0.37319,Segment:  44
   1.71631,    1.97861,   -1.52400,    0.22258,   -1.88187,   -2.00861,   -0.39122,Segment:  45
   1.74935,    1.92826,   -1.52400,    0.19446,   -1.93997,   -2.03454,   -0.41318,Segment:  46
   1.81667,    1.82566,   -1.52400,    0.13489,   -2.05140,   -2.09019,   -0.47108,Segment:  47
   1.88550,    1.72076,   -1.52400,    0.07112,   -2.15548,   -2.15236,   -0.55262,Segment:  48
   1.95571,    1.61375,   -1.52400,    0.00350,   -2.25103,   -2.22330,   -0.66600,Segment:  49
   2.02721,    1.50479,   -1.52400,   -0.06766,   -2.33685,   -2.30575,   -0.82228,Segment:  50
   2.06346,    1.44954,   -1.52400,   -0.10447,   -2.37575,   -2.35234,   -0.92062,Segment:  51
   2.10007,    1.39376,   -1.52400,   -0.14203,   -2.41176,   -2.40313,   -1.03466,Segment:  52
   2.13708,    1.33736,   -1.52400,   -0.18031,   -2.44475,   -2.45865,   -1.16570,Segment:  53
   2.17456,    1.28023,   -1.52400,   -0.21928,   -2.47456,   -2.51940,   -1.31426,Segment:  54
   2.21264,    1.22220,   -1.52400,   -0.25887,   -2.50105,   -2.58588,   -1.47943,Segment:  55
   2.25148,    1.16301,   -1.52400,   -0.29907,   -2.52407,   -2.65850,   -1.65800,Segment:  56
   2.29132,    1.10229,   -1.52400,   -0.33982,   -2.54347,   -2.73750,   -1.84345,Segment:  57
   2.33253,    1.03949,   -1.52400,   -0.38108,   -2.55910,   -2.82291,   -2.02524,Segment:  58
   2.35379,    1.00709,   -1.52400,   -0.40189,   -2.56546,   -2.86791,   -2.11032,Segment:  59
   2.37560,    0.97385,   -1.52400,   -0.42282,   -2.57081,   -2.91436,   -2.18873,Segment:  60
   2.39804,    0.93964,   -1.52400,   -0.44385,   -2.57515,   -2.96213,   -2.25820,Segment:  61
   2.42125,    0.90428,   -1.52400,   -0.46499,   -2.57846,   -3.01109,   -2.31650,Segment:  62
   2.44535,    0.86755,   -1.52400,   -0.48622,   -2.58071,   -3.06107,   -2.36151,Segment:  63
   2.47053,    0.82918,   -1.52400,   -0.50755,   -2.58188,   -3.11186,   -2.39143,Segment:  64
   2.49699,    0.78884,   -1.52400,   -0.52896,   -2.58197,    3.11994,   -2.40485,Segment:  65
   2.52503,    0.74611,   -1.52400,   -0.55046,   -2.58095,    3.06819,   -2.40092,Segment:  66
   2.55501,    0.70043,   -1.52400,   -0.57203,   -2.57880,    3.01634,   -2.37945,Segment:  67
   2.58741,    0.65105,   -1.52400,   -0.59367,   -2.57550,    2.96463,   -2.34085,Segment:  68
   2.62293,    0.59691,   -1.52400,   -0.61539,   -2.57104,    2.91331,   -2.28622,Segment:  69
   2.66263,    0.53642,   -1.52400,   -0.63716,   -2.56539,    2.86263,   -2.21716,Segment:  70
   2.70824,    0.46691,   -1.52400,   -0.65899,   -2.55854,    2.81281,   -2.13575,Segment:  71
   2.76310,    0.38330,   -1.52400,   -0.68087,   -2.55047,    2.76405,   -2.04431,Segment:  72
   2.83574,    0.27259,   -1.52400,   -0.70280,   -2.54116,    2.71652,   -1.94529,Segment:  73
   3.01461,    0.00000,   -1.52400,   -0.72477,   -2.53059,    2.67035,   -1.84115,Segment:  74
#======= TRAJECTORY END: DionisioPAE
