#======= TRAJECTORY BEGIN: DionisioPAE
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     1.076       1.176       0.873       0.000       0.000       0.000       0.200
#--------Waypoint:     5.089       1.947      -2.164       3.171      -2.579      -3.037       0.200
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          3.04800  m/s
#--------Maximum Acceleration:      1.52400  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          3.04800  m/s
#--------Track width:               0.64008  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   No
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   1.53099,    2.33323,    1.52400,    1.69459,   -0.51524,   -0.47490,   -0.14377,Segment:  20
   1.57523,    2.40065,    1.52400,    1.78735,   -0.56381,   -0.48978,   -0.14065,Segment:  21
   1.61830,    2.46628,    1.52400,    1.87946,   -0.61379,   -0.50439,   -0.13839,Segment:  22
   1.66022,    2.53017,    1.52400,    1.97078,   -0.66506,   -0.51881,   -0.13699,Segment:  23
   1.70101,    2.59234,    1.52400,    2.06115,   -0.71752,   -0.53308,   -0.13642,Segment:  24
   1.74071,    2.65284,    1.52400,    2.15043,   -0.77106,   -0.54729,   -0.13669,Segment:  25
   1.77932,    2.71168,    1.52400,    2.23848,   -0.82558,   -0.56150,   -0.13784,Segment:  26
   1.81685,    2.76888,   -0.96427,    2.32515,   -0.88096,   -0.57577,   -0.13989,Segment:  27
   1.85393,    2.73313,   -1.52400,    2.41030,   -0.93711,   -0.59019,   -0.14291,Segment:  28
   1.89127,    2.67623,   -1.52400,    2.49379,   -0.99392,   -0.60482,   -0.14698,Segment:  29
   1.92896,    2.61878,   -1.52400,    2.57547,   -1.05127,   -0.61974,   -0.15223,Segment:  30
   1.96698,    2.56084,   -1.52400,    2.65519,   -1.10907,   -0.63504,   -0.15879,Segment:  31
   2.00529,    2.50246,   -1.52400,    2.73281,   -1.16721,   -0.65081,   -0.16684,Segment:  32
   2.04384,    2.44371,   -1.52400,    2.80819,   -1.22558,   -0.66717,   -0.17663,Segment:  33
   2.08259,    2.38466,   -1.52400,    2.88118,   -1.28408,   -0.68423,   -0.18846,Segment:  34
   2.12148,    2.32539,   -1.52400,    2.95163,   -1.34259,   -0.70212,   -0.20269,Segment:  35
   2.16046,    2.26599,   -1.52400,    3.01941,   -1.40102,   -0.72099,   -0.21981,Segment:  36
   2.19947,    2.20653,   -1.52400,    3.08437,   -1.45925,   -0.74104,   -0.24043,Segment:  37
   2.23844,    2.14713,   -1.52400,    3.14636,   -1.51719,   -0.76245,   -0.26534,Segment:  38
   2.27732,    2.08789,   -1.52400,    3.20524,   -1.57471,   -0.78549,   -0.29556,Segment:  39
   2.31602,    2.02891,   -1.52400,    3.26087,   -1.63173,   -0.81045,   -0.33241,Segment:  40
   2.35445,    1.97033,   -1.52400,    3.31309,   -1.68812,   -0.83766,   -0.37761,Segment:  41
   2.39255,    1.91228,   -1.52400,    3.36177,   -1.74379,   -0.86757,   -0.43346,Segment:  42
   2.43021,    1.85489,   -1.52400,    3.40676,   -1.79863,   -0.90067,   -0.50296,Segment:  43
   2.46733,    1.79831,   -1.52400,    3.44792,   -1.85252,   -0.93760,   -0.59013,Segment:  44
   2.50383,    1.74268,   -1.52400,    3.48510,   -1.90538,   -0.97913,   -0.70027,Segment:  45
   2.53960,    1.68817,   -1.52400,    3.51815,   -1.95708,   -1.02619,   -0.84037,Segment:  46
   2.57456,    1.63489,   -1.52400,    3.54694,   -2.00753,   -1.07995,   -1.01944,Segment:  47
   2.60862,    1.58298,   -1.52400,    3.57132,   -2.05661,   -1.14179,   -1.24864,Segment:  48
   2.64173,    1.53252,   -1.52400,    3.59114,   -2.10422,   -1.21335,   -1.54073,Segment:  49
   2.67386,    1.48356,   -1.52400,    3.60626,   -2.15026,   -1.29651,   -1.90772,Segment:  50
   2.68957,    1.45961,   -1.52400,    3.61201,   -2.17265,   -1.34304,   -2.12156,Segment:  51
   2.70506,    1.43601,   -1.52400,    3.61654,   -2.19461,   -1.39319,   -2.35519,Segment:  52
   2.72034,    1.41273,   -1.52400,    3.61981,   -2.21612,   -1.44714,   -2.60649,Segment:  53
   2.73543,    1.38973,   -1.52400,    3.62182,   -2.23718,   -1.50503,   -2.87124,Segment:  54
   2.75037,    1.36696,   -1.52400,    3.62255,   -2.25775,   -1.56694,   -3.14262,Segment:  55
   2.76519,    1.34437,   -1.52400,    3.62197,   -2.27784,   -1.63282,   -3.41086,Segment:  56
   2.77996,    1.32187,   -1.52400,    3.62008,   -2.29744,   -1.70248,   -3.66325,Segment:  57
   2.79472,    1.29937,   -1.52400,    3.61685,   -2.31651,   -1.77558,   -3.88485,Segment:  58
   2.80956,    1.27676,   -1.52400,    3.61226,   -2.33506,   -1.85159,   -4.05989,Segment:  59
   2.82455,    1.25391,   -1.52400,    3.60629,   -2.35307,   -1.92982,   -4.17387,Segment:  60
   2.83980,    1.23067,   -1.52400,    3.59894,   -2.37053,   -2.00942,   -4.21604,Segment:  61
   2.85541,    1.20688,   -1.52400,    3.59017,   -2.38742,   -2.08946,   -4.18141,Segment:  62
   2.87151,    1.18234,   -1.52400,    3.57998,   -2.40373,   -2.16896,   -4.07193,Segment:  63
   2.88823,    1.15686,   -1.52400,    3.56834,   -2.41944,   -2.24698,   -3.89616,Segment:  64
   2.90572,    1.13020,   -1.52400,    3.55524,   -2.43455,   -2.32270,   -3.66764,Segment:  65
   2.92414,    1.10213,   -1.52400,    3.54065,   -2.44904,   -2.39543,   -3.40251,Segment:  66
   2.94367,    1.07237,   -1.52400,    3.52457,   -2.46290,   -2.46466,   -3.11708,Segment:  67
   2.96450,    1.04063,   -1.52400,    3.50696,   -2.47611,   -2.53005,   -2.82585,Segment:  68
   2.98686,    1.00655,   -1.52400,    3.48782,   -2.48866,   -2.59143,   -2.54046,Segment:  69
   3.01101,    0.96975,   -1.52400,    3.46713,   -2.50053,   -2.64876,   -2.26927,Segment:  70
   3.03725,    0.92976,   -1.52400,    3.44486,   -2.51172,   -2.70212,   -2.01756,Segment:  71
   3.06595,    0.88601,   -1.52400,    3.42100,   -2.52221,   -2.75164,   -1.78812,Segment:  72
   3.09761,    0.83777,   -1.52400,    3.39553,   -2.53199,   -2.79754,   -1.58181,Segment:  73
   3.13283,    0.78409,   -1.52400,    3.36844,   -2.54104,   -2.84003,   -1.39815,Segment:  74
   3.21797,    0.65433,   -1.52400,    3.30929,   -2.55691,   -2.91578,   -1.09317,Segment:  75
   3.33702,    0.47290,   -1.52400,    3.24343,   -2.56971,   -2.98081,   -0.85880,Segment:  76
   3.64732,    0.00000,   -1.52400,    3.17069,   -2.57934,   -3.03687,   -0.67982,Segment:  77
#======= TRAJECTORY END: DionisioPAE
