#======= TRAJECTORY BEGIN: DionisioPAE
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     8.352       1.554      -2.426       0.000       0.000       0.000       0.200
#--------Waypoint:     7.087       2.217       2.007       0.520      -1.329      -1.850       0.200
#--------Waypoint:     5.015       3.935      -2.740       0.956      -3.985      -0.314       0.200
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          3.04800  m/s
#--------Maximum Acceleration:      1.52400  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          3.04800  m/s
#--------Track width:               0.64008  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   No
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   0.78693,    1.19928,    1.52400,    0.43284,   -0.15080,   -0.81955,   -2.41220,Segment:  16
   0.80262,    1.22319,    1.52400,    0.44550,   -0.16498,   -0.86501,   -2.36813,Segment:  17
   0.81811,    1.24680,    1.52400,    0.45758,   -0.17982,   -0.90977,   -2.30888,Segment:  18
   0.84865,    1.29335,    1.52400,    0.48003,   -0.21146,   -0.99647,   -2.15276,Segment:  19
   0.87887,    1.33940,    1.52400,    0.50023,   -0.24572,   -1.07840,   -1.96174,Segment:  20
   0.90901,    1.38534,    1.52400,    0.51822,   -0.28264,   -1.15471,   -1.75396,Segment:  21
   0.93927,    1.43145,    1.52400,    0.53404,   -0.32221,   -1.22497,   -1.54474,Segment:  22
   0.96980,    1.47797,    1.52400,    0.54771,   -0.36446,   -1.28906,   -1.34509,Segment:  23
   1.00070,    1.52507,    1.52400,    0.55928,   -0.40940,   -1.34713,   -1.16177,Segment:  24
   1.03207,    1.57287,    1.52400,    0.56878,   -0.45704,   -1.39949,   -0.99801,Segment:  25
   1.06395,    1.62145,    1.52400,    0.57625,   -0.50740,   -1.44654,   -0.85453,Segment:  26
   1.12935,    1.72113,    1.52400,    0.58522,   -0.61635,   -1.52654,   -0.62419,Segment:  27
   1.19705,    1.82430,    1.52400,    0.58648,   -0.73635,   -1.59070,   -0.45666,Segment:  28
   1.23175,    1.87719,    1.52400,    0.58431,   -0.80053,   -1.61786,   -0.39137,Segment:  29
   1.26700,    1.93090,    1.52400,    0.58032,   -0.86753,   -1.64220,   -0.33595,Segment:  30
   1.30277,    1.98543,    1.52400,    0.57454,   -0.93734,   -1.66403,   -0.28887,Segment:  31
   1.33906,    2.04073,    1.52400,    0.56701,   -1.01000,   -1.68362,   -0.24880,Segment:  32
   1.37583,    2.09677,    1.52400,    0.55776,   -1.08551,   -1.70121,   -0.21461,Segment:  33
   1.41307,    2.15351,    1.52400,    0.54684,   -1.16388,   -1.71700,   -0.18538,Segment:  34
   1.45075,    2.21094,    1.52400,    0.53427,   -1.24514,   -1.73118,   -0.16031,Segment:  35
   1.48885,    2.26900,    1.52400,    0.52009,   -1.32930,   -1.74391,   -0.13874,Segment:  36
   1.52732,    2.32764,    1.52400,    0.50439,   -1.41632,   -1.75412,   -0.09390,Segment:  37
   1.56603,    2.38662,    1.52400,    0.48742,   -1.50596,   -1.76093,   -0.05660,Segment:  38
   1.60481,    2.44573,    1.52400,    0.46952,   -1.59794,   -1.76469,   -0.02465,Segment:  39
   1.64353,    2.50473,    1.52400,    0.45099,   -1.69196,   -1.76567,    0.00359,Segment:  40
   1.68205,    2.56344,    1.52400,    0.43214,   -1.78775,   -1.76404,    0.02939,Segment:  41
   1.72026,    2.62168,    0.61719,    0.41330,   -1.88500,   -1.75992,    0.05374,Segment:  42
   1.75830,    2.64515,   -1.52400,    0.39477,   -1.98344,   -1.75334,    0.07747,Segment:  43
   1.79688,    2.58635,   -1.52400,    0.37687,   -2.08278,   -1.74432,    0.10132,Segment:  44
   1.83654,    2.52591,   -1.52400,    0.35993,   -2.18271,   -1.73281,    0.12597,Segment:  45
   1.87721,    2.46393,   -1.52400,    0.34424,   -2.28297,   -1.71872,    0.15208,Segment:  46
   1.91885,    2.40047,   -1.52400,    0.33014,   -2.38326,   -1.70191,    0.18035,Segment:  47
   1.96140,    2.33562,   -1.52400,    0.31792,   -2.48328,   -1.68219,    0.21151,Segment:  48
   2.00483,    2.26944,   -1.52400,    0.30791,   -2.58276,   -1.65934,    0.24634,Segment:  49
   2.04907,    2.20201,   -1.52400,    0.30043,   -2.68140,   -1.63307,    0.28574,Segment:  50
   2.09411,    2.13337,   -1.52400,    0.29578,   -2.77892,   -1.60303,    0.33066,Segment:  51
   2.13992,    2.06356,   -1.52400,    0.29429,   -2.87503,   -1.56883,    0.38215,Segment:  52
   2.18648,    1.99260,   -1.52400,    0.29626,   -2.96944,   -1.53003,    0.44126,Segment:  53
   2.23380,    1.92048,   -1.52400,    0.30202,   -3.06186,   -1.48611,    0.50898,Segment:  54
   2.28194,    1.84712,   -1.52400,    0.31187,   -3.15200,   -1.43654,    0.58603,Segment:  55
   2.33097,    1.77240,   -1.52400,    0.32614,   -3.23957,   -1.38078,    0.67257,Segment:  56
   2.38103,    1.69610,   -1.52400,    0.34513,   -3.32429,   -1.31832,    0.76776,Segment:  57
   2.43236,    1.61788,   -1.52400,    0.36917,   -3.40587,   -1.24874,    0.86917,Segment:  58
   2.48528,    1.53722,   -1.52400,    0.39857,   -3.48402,   -1.17185,    0.97221,Segment:  59
   2.54031,    1.45336,   -1.52400,    0.43364,   -3.55845,   -1.08776,    1.06971,Segment:  60
   2.56883,    1.40990,   -1.52400,    0.45340,   -3.59418,   -1.04317,    1.11351,Segment:  61
   2.59817,    1.36519,   -1.52400,    0.47469,   -3.62887,   -0.99703,    1.15225,Segment:  62
   2.62846,    1.31902,   -1.52400,    0.49757,   -3.66249,   -0.94950,    1.18461,Segment:  63
   2.65989,    1.27112,   -1.52400,    0.52205,   -3.69500,   -0.90075,    1.20935,Segment:  64
   2.69266,    1.22119,   -1.52400,    0.54820,   -3.72636,   -0.85100,    1.22538,Segment:  65
   2.72701,    1.16883,   -1.52400,    0.57603,   -3.75654,   -0.80052,    1.23190,Segment:  66
   2.76328,    1.11355,   -1.52400,    0.60560,   -3.78551,   -0.74956,    1.22844,Segment:  67
   2.80187,    1.05475,   -1.52400,    0.63694,   -3.81321,   -0.69841,    1.21492,Segment:  68
   2.84330,    0.99160,   -1.52400,    0.67010,   -3.83963,   -0.64737,    1.19167,Segment:  69
   2.88829,    0.92304,   -1.52400,    0.70511,   -3.86473,   -0.59670,    1.15942,Segment:  70
   2.93785,    0.84751,   -1.52400,    0.74200,   -3.88846,   -0.54669,    1.11922,Segment:  71
   2.99348,    0.76273,   -1.52400,    0.78083,   -3.91079,   -0.49758,    1.07237,Segment:  72
   3.05770,    0.66486,   -1.52400,    0.82163,   -3.93169,   -0.44961,    1.02030,Segment:  73
   3.13530,    0.54659,   -1.52400,    0.86443,   -3.95111,   -0.40294,    0.96451,Segment:  74
   3.23853,    0.38928,   -1.52400,    0.90929,   -3.96903,   -0.35776,    0.90644,Segment:  75
   3.49396,    0.00000,   -1.52400,    0.95623,   -3.98541,   -0.31416,    0.84741,Segment:  76
#======= TRAJECTORY END: DionisioPAE
