#======= TRAJECTORY BEGIN: DionisioPAE
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     8.352       1.554      -2.426       0.000       0.000       0.000       0.200
#--------Waypoint:     7.087       2.826       2.007       0.120      -1.789      -1.850       0.200
#--------Waypoint:     4.406       4.545      -2.915       1.016      -4.845      -0.489       0.200
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          3.04800  m/s
#--------Maximum Acceleration:      1.52400  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          3.04800  m/s
#--------Track width:               0.64008  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   No
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   2.21571,    2.42287,   -1.52400,    0.03564,   -3.28017,   -1.44915,    0.31495,Segment:  56
   2.26058,    2.35449,   -1.52400,    0.05048,   -3.38632,   -1.41419,    0.33752,Segment:  57
   2.30655,    2.28444,   -1.52400,    0.06905,   -3.49131,   -1.37694,    0.36158,Segment:  58
   2.35371,    2.21256,   -1.52400,    0.09151,   -3.59495,   -1.33726,    0.38697,Segment:  59
   2.40219,    2.13869,   -1.52400,    0.11806,   -3.69701,   -1.29506,    0.41345,Segment:  60
   2.45213,    2.06257,   -1.52400,    0.14885,   -3.79731,   -1.25025,    0.44062,Segment:  61
   2.50375,    1.98391,   -1.52400,    0.18407,   -3.89562,   -1.20281,    0.46795,Segment:  62
   2.55730,    1.90230,   -1.52400,    0.22390,   -3.99175,   -1.15271,    0.49474,Segment:  63
   2.61311,    1.81723,   -1.52400,    0.26851,   -4.08548,   -1.10001,    0.52015,Segment:  64
   2.67163,    1.72805,   -1.52400,    0.31808,   -4.17661,   -1.04483,    0.54319,Segment:  65
   2.73344,    1.63386,   -1.52400,    0.37278,   -4.26493,   -0.98734,    0.56280,Segment:  66
   2.79929,    1.53350,   -1.52400,    0.43279,   -4.35023,   -0.92780,    0.57789,Segment:  67
   2.87027,    1.42533,   -1.52400,    0.49829,   -4.43230,   -0.86655,    0.58750,Segment:  68
   2.94790,    1.30701,   -1.52400,    0.56945,   -4.51094,   -0.80400,    0.59084,Segment:  69
   3.03452,    1.17501,   -1.52400,    0.64645,   -4.58595,   -0.74060,    0.58745,Segment:  70
   3.13399,    1.02342,   -1.52400,    0.72947,   -4.65710,   -0.67686,    0.57722,Segment:  71
   3.25374,    0.84092,   -1.52400,    0.81867,   -4.72421,   -0.61329,    0.56051,Segment:  72
   3.41263,    0.59876,   -1.52400,    0.91425,   -4.78705,   -0.55041,    0.53799,Segment:  73
   3.80552,    0.00000,   -1.52400,    1.01637,   -4.84542,   -0.48869,    0.51068,Segment:  74
#======= TRAJECTORY END: DionisioPAE
