#======= TRAJECTORY BEGIN: DionisioPAE
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     8.352       1.554      -2.426       0.000       0.000       0.000       0.200
#--------Waypoint:     7.087       2.826       2.007       0.120      -1.789      -1.850       0.200
#--------Waypoint:     4.406       3.935      -2.915       1.416      -4.385      -0.489       0.200
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          3.04800  m/s
#--------Maximum Acceleration:      1.52400  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          3.04800  m/s
#--------Track width:               0.64008  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   No
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   1.78314,    2.71750,    1.37205,    0.11043,   -2.15423,   -1.53942,    0.31913,Segment:  46
   1.81681,    2.76371,   -0.07311,    0.11469,   -2.24643,   -1.50987,    0.32142,Segment:  47
   1.85034,    2.76126,   -1.09765,    0.12171,   -2.33878,   -1.47996,    0.32448,Segment:  48
   1.88421,    2.72408,   -1.52400,    0.13153,   -2.43115,   -1.44965,    0.32826,Segment:  49
   1.91873,    2.67147,   -1.52400,    0.14420,   -2.52342,   -1.41887,    0.33274,Segment:  50
   1.95403,    2.61767,   -1.52400,    0.15977,   -2.61546,   -1.38757,    0.33784,Segment:  51
   1.99015,    2.56263,   -1.52400,    0.17827,   -2.70716,   -1.35571,    0.34352,Segment:  52
   2.02713,    2.50627,   -1.52400,    0.19976,   -2.79838,   -1.32323,    0.34972,Segment:  53
   2.06502,    2.44852,   -1.52400,    0.22426,   -2.88901,   -1.29008,    0.35636,Segment:  54
   2.10390,    2.38927,   -1.52400,    0.25184,   -2.97892,   -1.25624,    0.36336,Segment:  55
   2.14383,    2.32841,   -1.52400,    0.28252,   -3.06798,   -1.22167,    0.37064,Segment:  56
   2.18491,    2.26581,   -1.52400,    0.31636,   -3.15607,   -1.18634,    0.37809,Segment:  57
   2.22725,    2.20129,   -1.52400,    0.35339,   -3.24307,   -1.15024,    0.38558,Segment:  58
   2.27096,    2.13467,   -1.52400,    0.39367,   -3.32886,   -1.11334,    0.39300,Segment:  59
   2.31620,    2.06572,   -1.52400,    0.43723,   -3.41330,   -1.07565,    0.40020,Segment:  60
   2.36316,    1.99417,   -1.52400,    0.48411,   -3.49628,   -1.03718,    0.40703,Segment:  61
   2.41204,    1.91967,   -1.52400,    0.53437,   -3.57767,   -0.99793,    0.41331,Segment:  62
   2.46312,    1.84182,   -1.52400,    0.58805,   -3.65735,   -0.95795,    0.41889,Segment:  63
   2.51673,    1.76011,   -1.52400,    0.64518,   -3.73519,   -0.91726,    0.42359,Segment:  64
   2.57330,    1.67390,   -1.52400,    0.70582,   -3.81107,   -0.87593,    0.42724,Segment:  65
   2.63337,    1.58235,   -1.52400,    0.77000,   -3.88487,   -0.83401,    0.42969,Segment:  66
   2.69766,    1.48438,   -1.52400,    0.83776,   -3.95646,   -0.79158,    0.43079,Segment:  67
   2.76716,    1.37847,   -1.52400,    0.90917,   -4.02572,   -0.74873,    0.43042,Segment:  68
   2.84326,    1.26249,   -1.52400,    0.98424,   -4.09252,   -0.70556,    0.42849,Segment:  69
   2.92813,    1.13315,   -1.52400,    1.06304,   -4.15674,   -0.66216,    0.42494,Segment:  70
   3.02534,    0.98499,   -1.52400,    1.14560,   -4.21826,   -0.61866,    0.41975,Segment:  71
   3.14186,    0.80743,   -1.52400,    1.23197,   -4.27695,   -0.57517,    0.41295,Segment:  72
   3.29546,    0.57333,   -1.52400,    1.32219,   -4.33269,   -0.53181,    0.40458,Segment:  73
   3.67166,    0.00000,   -1.52400,    1.41630,   -4.38535,   -0.48869,    0.39476,Segment:  74
#======= TRAJECTORY END: DionisioPAE
