#======= TRAJECTORY BEGIN: DionisioPAE
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     8.352       1.554      -2.426       0.000       0.000       0.000       0.200
#--------Waypoint:     6.972       2.409       2.007       0.481      -1.550      -1.850       0.200
#--------Waypoint:     5.243       3.199      -2.723       1.267      -3.281      -0.297       0.200
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          3.04800  m/s
#--------Maximum Acceleration:      1.52400  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          3.04800  m/s
#--------Track width:               0.64008  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   No
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   0.71494,    1.08957,    1.52400,    0.35286,   -0.13471,   -0.83417,   -2.52811,Segment:  16
   0.73460,    1.11953,    1.52400,    0.36701,   -0.15119,   -0.88807,   -2.43169,Segment:  17
   0.75387,    1.14890,    1.52400,    0.38035,   -0.16850,   -0.94001,   -2.31849,Segment:  18
   0.77283,    1.17779,    1.52400,    0.39290,   -0.18663,   -0.98978,   -2.19325,Segment:  19
   0.79154,    1.20631,    1.52400,    0.40470,   -0.20556,   -1.03723,   -2.06047,Segment:  20
   0.81006,    1.23452,    1.52400,    0.41574,   -0.22528,   -1.08226,   -1.92420,Segment:  21
   0.82842,    1.26252,    1.52400,    0.42607,   -0.24575,   -1.12481,   -1.78783,Segment:  22
   0.86484,    1.31802,    1.52400,    0.44463,   -0.28892,   -1.20256,   -1.52500,Segment:  23
   0.90101,    1.37315,    1.52400,    0.46054,   -0.33492,   -1.27084,   -1.28602,Segment:  24
   0.93707,    1.42810,    1.52400,    0.47398,   -0.38360,   -1.33035,   -1.07669,Segment:  25
   0.97308,    1.48297,    1.52400,    0.48511,   -0.43482,   -1.38193,   -0.89751,Segment:  26
   1.00907,    1.53782,    1.52400,    0.49408,   -0.48843,   -1.42646,   -0.74613,Segment:  27
   1.08092,    1.64732,    1.52400,    0.50626,   -0.60221,   -1.49755,   -0.51231,Segment:  28
   1.15243,    1.75630,    1.52400,    0.51182,   -0.72377,   -1.54916,   -0.34649,Segment:  29
   1.18794,    1.81042,    1.52400,    0.51254,   -0.78710,   -1.56898,   -0.28158,Segment:  30
   1.22322,    1.86419,    1.52400,    0.51211,   -0.85193,   -1.58537,   -0.22559,Segment:  31
   1.25823,    1.91755,    1.52400,    0.51069,   -0.91811,   -1.59865,   -0.17670,Segment:  32
   1.29292,    1.97041,    1.52400,    0.50844,   -0.98550,   -1.60907,   -0.13340,Segment:  33
   1.32723,    2.02270,    1.52400,    0.50554,   -1.05395,   -1.61685,   -0.09445,Segment:  34
   1.36113,    2.07436,    1.52400,    0.50214,   -1.12331,   -1.62215,   -0.05880,Segment:  35
   1.39457,    2.12533,    1.52400,    0.49842,   -1.19343,   -1.62510,   -0.02558,Segment:  36
   1.42751,    2.17553,    1.52400,    0.49454,   -1.26416,   -1.62579,    0.00599,Segment:  37
   1.45992,    2.22492,    1.52400,    0.49066,   -1.33537,   -1.62427,    0.03659,Segment:  38
   1.49177,    2.27345,    1.52400,    0.48695,   -1.40689,   -1.62056,    0.06685,Segment:  39
   1.52301,    2.32107,    1.52400,    0.48358,   -1.47858,   -1.61467,    0.09736,Segment:  40
   1.55362,    2.36772,    1.52400,    0.48071,   -1.55030,   -1.60656,    0.12868,Segment:  41
   1.58359,    2.41339,    0.24129,    0.47850,   -1.62191,   -1.59666,    0.14803,Segment:  42
   1.61314,    2.42052,   -1.52400,    0.47704,   -1.69330,   -1.58537,    0.16843,Segment:  43
   1.64278,    2.37535,   -1.52400,    0.47645,   -1.76438,   -1.57263,    0.19009,Segment:  44
   1.67283,    2.32955,   -1.52400,    0.47681,   -1.83506,   -1.55839,    0.21325,Segment:  45
   1.70327,    2.28316,   -1.52400,    0.47823,   -1.90526,   -1.54256,    0.23814,Segment:  46
   1.73410,    2.23618,   -1.52400,    0.48080,   -1.97487,   -1.52504,    0.26501,Segment:  47
   1.76530,    2.18862,   -1.52400,    0.48461,   -2.04381,   -1.50576,    0.29413,Segment:  48
   1.79689,    2.14048,   -1.52400,    0.48976,   -2.11198,   -1.48458,    0.32574,Segment:  49
   1.82885,    2.09177,   -1.52400,    0.49635,   -2.17930,   -1.46140,    0.36012,Segment:  50
   1.86120,    2.04247,   -1.52400,    0.50448,   -2.24567,   -1.43609,    0.39750,Segment:  51
   1.89394,    1.99257,   -1.52400,    0.51424,   -2.31100,   -1.40852,    0.43811,Segment:  52
   1.92709,    1.94205,   -1.52400,    0.52572,   -2.37520,   -1.37853,    0.48211,Segment:  53
   1.96068,    1.89086,   -1.52400,    0.53903,   -2.43818,   -1.34599,    0.52956,Segment:  54
   1.99474,    1.83896,   -1.52400,    0.55427,   -2.49984,   -1.31076,    0.58041,Segment:  55
   2.06447,    1.73269,   -1.52400,    0.59087,   -2.61886,   -1.23171,    0.69118,Segment:  56
   2.10030,    1.67809,   -1.52400,    0.61245,   -2.67603,   -1.18769,    0.74986,Segment:  57
   2.13691,    1.62230,   -1.52400,    0.63632,   -2.73152,   -1.14059,    0.80935,Segment:  58
   2.17443,    1.56511,   -1.52400,    0.66261,   -2.78524,   -1.09042,    0.86814,Segment:  59
   2.21305,    1.50625,   -1.52400,    0.69139,   -2.83710,   -1.03725,    0.92431,Segment:  60
   2.25299,    1.44538,   -1.52400,    0.72276,   -2.88700,   -0.98121,    0.97561,Segment:  61
   2.29454,    1.38206,   -1.52400,    0.75683,   -2.93485,   -0.92256,    1.01956,Segment:  62
   2.33808,    1.31571,   -1.52400,    0.79369,   -2.98057,   -0.86163,    1.05367,Segment:  63
   2.38408,    1.24561,   -1.52400,    0.83343,   -3.02405,   -0.79883,    1.07568,Segment:  64
   2.43318,    1.17077,   -1.52400,    0.87616,   -3.06522,   -0.73469,    1.08391,Segment:  65
   2.48626,    1.08988,   -1.52400,    0.92196,   -3.10397,   -0.66977,    1.07744,Segment:  66
   2.54454,    1.00106,   -1.52400,    0.97094,   -3.14021,   -0.60468,    1.05631,Segment:  67
   2.60987,    0.90150,   -1.52400,    1.02318,   -3.17386,   -0.54004,    1.02155,Segment:  68
   2.68529,    0.78656,   -1.52400,    1.07880,   -3.20483,   -0.47643,    0.97504,Segment:  69
   2.77658,    0.64743,   -1.52400,    1.13788,   -3.23301,   -0.41439,    0.91926,Segment:  70
   2.89840,    0.46178,   -1.52400,    1.20052,   -3.25832,   -0.35436,    0.85700,Segment:  71
   3.20140,    0.00000,   -1.52400,    1.26681,   -3.28067,   -0.29671,    0.79101,Segment:  72
#======= TRAJECTORY END: DionisioPAE
