#======= TRAJECTORY BEGIN: DionisioPAE
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     8.352       1.554      -2.426       0.000       0.000       0.000       0.200
#--------Waypoint:     7.087       2.217       2.007       0.520      -1.329      -1.850       0.200
#--------Waypoint:     5.015       3.630      -2.723       1.156      -3.755      -0.297       0.200
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          3.04800  m/s
#--------Maximum Acceleration:      1.52400  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          3.04800  m/s
#--------Track width:               0.64008  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   No
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   0.76407,    1.16444,    1.52400,    0.40526,   -0.14761,   -0.84063,   -2.47881,Segment:  16
   0.78003,    1.18877,    1.52400,    0.41746,   -0.16189,   -0.88658,   -2.41164,Segment:  17
   0.79579,    1.21278,    1.52400,    0.42908,   -0.17681,   -0.93146,   -2.32957,Segment:  18
   0.81138,    1.23655,    1.52400,    0.44014,   -0.19239,   -0.97507,   -2.23532,Segment:  19
   0.84225,    1.28358,    1.52400,    0.46058,   -0.22547,   -1.05793,   -2.02163,Segment:  20
   0.87290,    1.33030,    1.52400,    0.47887,   -0.26112,   -1.13434,   -1.79201,Segment:  21
   0.90356,    1.37702,    1.52400,    0.49506,   -0.29933,   -1.20393,   -1.56378,Segment:  22
   0.93437,    1.42398,    1.52400,    0.50924,   -0.34008,   -1.26669,   -1.34879,Segment:  23
   0.96544,    1.47134,    1.52400,    0.52146,   -0.38337,   -1.32287,   -1.15374,Segment:  24
   0.99686,    1.51921,    1.52400,    0.53182,   -0.42919,   -1.37290,   -0.98136,Segment:  25
   1.06085,    1.61674,    1.52400,    0.54719,   -0.52835,   -1.45653,   -0.70339,Segment:  26
   1.12653,    1.71683,    1.52400,    0.55592,   -0.63747,   -1.52173,   -0.50148,Segment:  27
   1.19384,    1.81942,    1.52400,    0.55858,   -0.75646,   -1.57221,   -0.35674,Segment:  28
   1.22807,    1.87158,    1.52400,    0.55782,   -0.81962,   -1.59291,   -0.30054,Segment:  29
   1.26265,    1.92429,    1.52400,    0.55576,   -0.88523,   -1.61102,   -0.25282,Segment:  30
   1.29756,    1.97749,    1.52400,    0.55247,   -0.95325,   -1.62681,   -0.21221,Segment:  31
   1.33277,    2.03115,    1.52400,    0.54802,   -1.02368,   -1.64052,   -0.17753,Segment:  32
   1.36826,    2.08523,    1.52400,    0.54248,   -1.09652,   -1.65237,   -0.14782,Segment:  33
   1.40401,    2.13971,    1.52400,    0.53594,   -1.17174,   -1.66254,   -0.12228,Segment:  34
   1.43998,    2.19453,    1.52400,    0.52845,   -1.24934,   -1.67119,   -0.10024,Segment:  35
   1.47616,    2.24967,    1.52400,    0.52009,   -1.32930,   -1.67846,   -0.08115,Segment:  36
   1.51251,    2.30507,    1.52400,    0.51096,   -1.41158,   -1.68362,   -0.04478,Segment:  37
   1.54892,    2.36055,    1.52400,    0.50128,   -1.49596,   -1.68605,   -0.01326,Segment:  38
   1.58527,    2.41595,    1.52400,    0.49128,   -1.58218,   -1.68596,    0.01485,Segment:  39
   1.62144,    2.47108,    1.52400,    0.48121,   -1.67001,   -1.68349,    0.04067,Segment:  40
   1.65736,    2.52581,    1.52400,    0.47132,   -1.75919,   -1.67873,    0.06511,Segment:  41
   1.69291,    2.57999,   -0.93756,    0.46184,   -1.84945,   -1.67174,    0.08892,Segment:  42
   1.72862,    2.54651,   -1.52400,    0.45302,   -1.94056,   -1.66251,    0.11276,Segment:  43
   1.76516,    2.49082,   -1.52400,    0.44510,   -2.03227,   -1.65101,    0.13723,Segment:  44
   1.80265,    2.43370,   -1.52400,    0.43833,   -2.12431,   -1.63717,    0.16291,Segment:  45
   1.84103,    2.37520,   -1.52400,    0.43294,   -2.21643,   -1.62089,    0.19037,Segment:  46
   1.88027,    2.31540,   -1.52400,    0.42917,   -2.30839,   -1.60201,    0.22022,Segment:  47
   1.92034,    2.25432,   -1.52400,    0.42728,   -2.39994,   -1.58037,    0.25308,Segment:  48
   1.96122,    2.19203,   -1.52400,    0.42751,   -2.49082,   -1.55574,    0.28961,Segment:  49
   2.00288,    2.12854,   -1.52400,    0.43009,   -2.58077,   -1.52788,    0.33054,Segment:  50
   2.04531,    2.06388,   -1.52400,    0.43527,   -2.66955,   -1.49648,    0.37659,Segment:  51
   2.08850,    1.99805,   -1.52400,    0.44329,   -2.75691,   -1.46121,    0.42850,Segment:  52
   2.13248,    1.93103,   -1.52400,    0.45440,   -2.84260,   -1.42172,    0.48690,Segment:  53
   2.17728,    1.86275,   -1.52400,    0.46883,   -2.92635,   -1.37762,    0.55228,Segment:  54
   2.22298,    1.79310,   -1.52400,    0.48683,   -3.00792,   -1.32851,    0.62473,Segment:  55
   2.26969,    1.72191,   -1.52400,    0.50865,   -3.08706,   -1.27402,    0.70376,Segment:  56
   2.31759,    1.64893,   -1.52400,    0.53452,   -3.16352,   -1.21384,    0.78798,Segment:  57
   2.36691,    1.57376,   -1.52400,    0.56470,   -3.23704,   -1.14778,    0.87474,Segment:  58
   2.41801,    1.49588,   -1.52400,    0.59941,   -3.30738,   -1.07579,    0.95990,Segment:  59
   2.47139,    1.41453,   -1.52400,    0.63890,   -3.37427,   -0.99811,    1.03777,Segment:  60
   2.52776,    1.32863,   -1.52400,    0.68342,   -3.43748,   -0.91528,    1.10148,Segment:  61
   2.58810,    1.23666,   -1.52400,    0.73321,   -3.49674,   -0.82820,    1.14399,Segment:  62
   2.62020,    1.18774,   -1.52400,    0.76016,   -3.52481,   -0.78343,    1.15538,Segment:  63
   2.65389,    1.13640,   -1.52400,    0.78852,   -3.55180,   -0.73809,    1.15947,Segment:  64
   2.68947,    1.08218,   -1.52400,    0.81831,   -3.57768,   -0.69238,    1.15597,Segment:  65
   2.72731,    1.02450,   -1.52400,    0.84957,   -3.60242,   -0.64648,    1.14485,Segment:  66
   2.76793,    0.96260,   -1.52400,    0.88234,   -3.62598,   -0.60063,    1.12630,Segment:  67
   2.81199,    0.89545,   -1.52400,    0.91663,   -3.64834,   -0.55502,    1.10078,Segment:  68
   2.86046,    0.82159,   -1.52400,    0.95248,   -3.66945,   -0.50986,    1.06896,Segment:  69
   2.91477,    0.73881,   -1.52400,    0.98992,   -3.68930,   -0.46533,    1.03166,Segment:  70
   3.05274,    0.52855,   -1.52400,    1.06969,   -3.72507,   -0.37885,    0.94447,Segment:  71
   3.39956,    0.00000,   -1.52400,    1.15619,   -3.75538,   -0.29671,    0.84721,Segment:  72
#======= TRAJECTORY END: DionisioPAE
