#======= TRAJECTORY BEGIN: DionisioPAE
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     8.352       1.554      -2.426       0.000       0.000       0.000       0.200
#--------Waypoint:     7.087       2.826       2.007       0.120      -1.789      -1.850       0.200
#--------Waypoint:     5.015       3.935      -3.072       0.956      -3.985      -0.646       0.200
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          3.04800  m/s
#--------Maximum Acceleration:      1.52400  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          3.04800  m/s
#--------Track width:               0.64008  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   No
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   0.70039,    1.06740,    1.52400,    0.32852,   -0.14094,   -1.00078,   -3.47045,Segment:  16
   0.72017,    1.09753,    1.52400,    0.33940,   -0.15936,   -1.07285,   -3.25667,Segment:  17
   0.73969,    1.12728,    1.52400,    0.34911,   -0.17879,   -1.14096,   -3.01172,Segment:  18
   0.75906,    1.15681,    1.52400,    0.35768,   -0.19919,   -1.20473,   -2.75146,Segment:  19
   0.77836,    1.18623,    1.52400,    0.36513,   -0.22054,   -1.26397,   -2.48910,Segment:  20
   0.79766,    1.21563,    1.52400,    0.37151,   -0.24282,   -1.31868,   -2.23459,Segment:  21
   0.81700,    1.24510,    1.52400,    0.37685,   -0.26600,   -1.36895,   -1.99460,Segment:  22
   0.83640,    1.27468,    1.52400,    0.38119,   -0.29006,   -1.41496,   -1.77302,Segment:  23
   0.87551,    1.33428,    1.52400,    0.38700,   -0.34074,   -1.49523,   -1.39054,Segment:  24
   0.91507,    1.39456,    1.52400,    0.38921,   -0.39467,   -1.56167,   -1.08581,Segment:  25
   0.95507,    1.45552,    1.52400,    0.38811,   -0.45166,   -1.61643,   -0.84732,Segment:  26
   1.03608,    1.57899,    1.52400,    0.37707,   -0.57408,   -1.69827,   -0.51612,Segment:  27
   1.07690,    1.64120,    1.52400,    0.36769,   -0.63914,   -1.72825,   -0.40133,Segment:  28
   1.11778,    1.70350,    1.52400,    0.35612,   -0.70652,   -1.75242,   -0.30947,Segment:  29
   1.15861,    1.76572,    1.52400,    0.34264,   -0.77604,   -1.77158,   -0.23477,Segment:  30
   1.19926,    1.82767,    1.52400,    0.32751,   -0.84750,   -1.78640,   -0.17289,Segment:  31
   1.23965,    1.88922,    1.52400,    0.31103,   -0.92072,   -1.79735,   -0.12055,Segment:  32
   1.27967,    1.95022,    1.52400,    0.29347,   -0.99552,   -1.80483,   -0.07524,Segment:  33
   1.31924,    2.01053,    1.52400,    0.27511,   -1.07171,   -1.80911,   -0.03503,Segment:  34
   1.35829,    2.07003,    1.52400,    0.25624,   -1.14910,   -1.81042,    0.00162,Segment:  35
   1.39673,    2.12862,    1.52400,    0.23712,   -1.22752,   -1.80889,    0.03598,Segment:  36
   1.43452,    2.18620,    1.52400,    0.21805,   -1.30677,   -1.80460,    0.06909,Segment:  37
   1.47158,    2.24268,    1.52400,    0.19930,   -1.38666,   -1.79758,    0.10190,Segment:  38
   1.50786,    2.29798,    1.52400,    0.18115,   -1.46702,   -1.78782,    0.13525,Segment:  39
   1.54333,    2.35204,    1.52400,    0.16388,   -1.54766,   -1.77525,    0.16997,Segment:  40
   1.57794,    2.40478,    1.52400,    0.14777,   -1.62839,   -1.75976,    0.20688,Segment:  41
   1.61166,    2.45617,    1.52400,    0.13310,   -1.70902,   -1.74119,    0.24681,Segment:  42
   1.64446,    2.50616,    1.52400,    0.12016,   -1.78937,   -1.71935,    0.29064,Segment:  43
   1.67634,    2.55475,    1.52400,    0.10917,   -1.86928,   -1.69538,    0.30387,Segment:  44
   1.70734,    2.60199,    0.37293,    0.10021,   -1.94871,   -1.67055,    0.31752,Segment:  45
   1.73772,    2.61332,   -1.52400,    0.09333,   -2.02762,   -1.64484,    0.33155,Segment:  46
   1.76803,    2.56712,   -1.52400,    0.08856,   -2.10599,   -1.61825,    0.34589,Segment:  47
   1.79864,    2.52048,   -1.52400,    0.08593,   -2.18380,   -1.59075,    0.36046,Segment:  48
   1.82957,    2.47334,   -1.52400,    0.08547,   -2.26103,   -1.56235,    0.37516,Segment:  49
   1.86085,    2.42566,   -1.52400,    0.08724,   -2.33765,   -1.53303,    0.38988,Segment:  50
   1.89254,    2.37737,   -1.52400,    0.09125,   -2.41363,   -1.50281,    0.40449,Segment:  51
   1.92467,    2.32841,   -1.52400,    0.09755,   -2.48896,   -1.47168,    0.41884,Segment:  52
   1.95729,    2.27869,   -1.52400,    0.10618,   -2.56361,   -1.43968,    0.43276,Segment:  53
   1.99046,    2.22814,   -1.52400,    0.11716,   -2.63755,   -1.40683,    0.44607,Segment:  54
   2.02426,    2.17663,   -1.52400,    0.13054,   -2.71077,   -1.37316,    0.45858,Segment:  55
   2.05875,    2.12407,   -1.52400,    0.14635,   -2.78323,   -1.33871,    0.47009,Segment:  56
   2.09402,    2.07031,   -1.52400,    0.16462,   -2.85492,   -1.30354,    0.48040,Segment:  57
   2.13018,    2.01520,   -1.52400,    0.18540,   -2.92581,   -1.26772,    0.48931,Segment:  58
   2.16735,    1.95856,   -1.52400,    0.20871,   -2.99587,   -1.23130,    0.49665,Segment:  59
   2.20565,    1.90019,   -1.52400,    0.23460,   -3.06509,   -1.19438,    0.50223,Segment:  60
   2.24525,    1.83984,   -1.52400,    0.26310,   -3.13343,   -1.15704,    0.50594,Segment:  61
   2.28633,    1.77723,   -1.52400,    0.29425,   -3.20088,   -1.11937,    0.50765,Segment:  62
   2.32911,    1.71204,   -1.52400,    0.32807,   -3.26741,   -1.08148,    0.50730,Segment:  63
   2.37386,    1.64384,   -1.52400,    0.36462,   -3.33300,   -1.04347,    0.50486,Segment:  64
   2.42089,    1.57216,   -1.52400,    0.40392,   -3.39762,   -1.00544,    0.50035,Segment:  65
   2.47061,    1.49638,   -1.52400,    0.44600,   -3.46125,   -0.96750,    0.49382,Segment:  66
   2.52354,    1.41573,   -1.52400,    0.49092,   -3.52387,   -0.92976,    0.48539,Segment:  67
   2.58032,    1.32919,   -1.52400,    0.53869,   -3.58545,   -0.89232,    0.47518,Segment:  68
   2.64187,    1.23538,   -1.52400,    0.58936,   -3.64596,   -0.85527,    0.46337,Segment:  69
   2.70948,    1.13236,   -1.52400,    0.64296,   -3.70539,   -0.81870,    0.45015,Segment:  70
   2.78508,    1.01714,   -1.52400,    0.69953,   -3.76371,   -0.78271,    0.43573,Segment:  71
   2.87191,    0.88480,   -1.52400,    0.75911,   -3.82090,   -0.74735,    0.42033,Segment:  72
   2.97625,    0.72579,   -1.52400,    0.82173,   -3.87693,   -0.71271,    0.40417,Segment:  73
   3.11412,    0.51568,   -1.52400,    0.88742,   -3.93177,   -0.67883,    0.38747,Segment:  74
   3.45249,    0.00000,   -1.52400,    0.95623,   -3.98541,   -0.64577,    0.37043,Segment:  75
#======= TRAJECTORY END: DionisioPAE
