#======= TRAJECTORY BEGIN: DionisioPAE
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:     1.076       1.214       0.681       0.000       0.000       0.000       0.200
#--------Waypoint:     5.109       1.966      -0.925       3.608      -1.954      -1.606       0.200
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          3.04800  m/s
#--------Maximum Acceleration:      1.52400  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          3.04800  m/s
#--------Track width:               0.64008  m
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   No
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   1.47603,    2.24946,    1.52400,    1.65199,   -0.13715,   -0.19124,   -0.17363,Segment:  22
   1.51007,    2.30134,    1.52400,    1.72793,   -0.15239,   -0.20502,   -0.18237,Segment:  23
   1.54316,    2.35177,    1.52400,    1.80319,   -0.16860,   -0.21942,   -0.19173,Segment:  24
   1.57534,    2.40082,    1.52400,    1.87772,   -0.18581,   -0.23446,   -0.20177,Segment:  25
   1.60667,    2.44856,    1.52400,    1.95145,   -0.20403,   -0.25019,   -0.21252,Segment:  26
   1.63717,    2.49504,    1.52400,    2.02433,   -0.22329,   -0.26664,   -0.22403,Segment:  27
   1.66687,    2.54031,    1.52400,    2.09631,   -0.24361,   -0.28385,   -0.23636,Segment:  28
   1.69582,    2.58443,    1.52400,    2.16733,   -0.26501,   -0.30186,   -0.24955,Segment:  29
   1.72403,    2.62743,    0.03033,    2.23732,   -0.28753,   -0.32073,   -0.26366,Segment:  30
   1.75176,    2.62827,   -1.52400,    2.30624,   -0.31118,   -0.34048,   -0.27874,Segment:  31
   1.77945,    2.58607,   -1.52400,    2.37403,   -0.33598,   -0.36118,   -0.29483,Segment:  32
   1.80732,    2.54359,   -1.52400,    2.44064,   -0.36196,   -0.38286,   -0.31198,Segment:  33
   1.83539,    2.50082,   -1.52400,    2.50600,   -0.38914,   -0.40558,   -0.33021,Segment:  34
   1.86365,    2.45775,   -1.52400,    2.57006,   -0.41754,   -0.42939,   -0.34956,Segment:  35
   1.89212,    2.41436,   -1.52400,    2.63276,   -0.44720,   -0.45434,   -0.37002,Segment:  36
   1.92082,    2.37063,   -1.52400,    2.69405,   -0.47812,   -0.48047,   -0.39160,Segment:  37
   1.94975,    2.32654,   -1.52400,    2.75387,   -0.51034,   -0.50784,   -0.41425,Segment:  38
   1.97893,    2.28206,   -1.52400,    2.81216,   -0.54387,   -0.53649,   -0.43791,Segment:  39
   2.00840,    2.23716,   -1.52400,    2.86887,   -0.57875,   -0.56646,   -0.46248,Segment:  40
   2.03817,    2.19179,   -1.52400,    2.92395,   -0.61499,   -0.59778,   -0.48782,Segment:  41
   2.06828,    2.14590,   -1.52400,    2.97733,   -0.65261,   -0.63048,   -0.51373,Segment:  42
   2.09877,    2.09943,   -1.52400,    3.02895,   -0.69165,   -0.66458,   -0.53998,Segment:  43
   2.12969,    2.05231,   -1.52400,    3.07877,   -0.73211,   -0.70008,   -0.56626,Segment:  44
   2.16109,    2.00445,   -1.52400,    3.12673,   -0.77404,   -0.73698,   -0.59221,Segment:  45
   2.22561,    1.90612,   -1.52400,    3.21682,   -0.86235,   -0.81486,   -0.64136,Segment:  46
   2.29302,    1.80339,   -1.52400,    3.29878,   -0.95676,   -0.89780,   -0.68353,Segment:  47
   2.32809,    1.74994,   -1.52400,    3.33656,   -1.00631,   -0.94094,   -0.70065,Segment:  48
   2.36427,    1.69481,   -1.52400,    3.37215,   -1.05746,   -0.98505,   -0.71444,Segment:  49
   2.40172,    1.63773,   -1.52400,    3.40548,   -1.11022,   -1.02997,   -0.72442,Segment:  50
   2.44067,    1.57838,   -1.52400,    3.43649,   -1.16463,   -1.07555,   -0.73022,Segment:  51
   2.48136,    1.51637,   -1.52400,    3.46513,   -1.22070,   -1.12160,   -0.73156,Segment:  52
   2.52410,    1.45122,   -1.52400,    3.49134,   -1.27846,   -1.16792,   -0.72831,Segment:  53
   2.56930,    1.38235,   -1.52400,    3.51507,   -1.33793,   -1.21433,   -0.72047,Segment:  54
   2.61743,    1.30899,   -1.52400,    3.53625,   -1.39913,   -1.26062,   -0.70820,Segment:  55
   2.66914,    1.23019,   -1.52400,    3.55484,   -1.46209,   -1.30660,   -0.69178,Segment:  56
   2.72529,    1.14462,   -1.52400,    3.57078,   -1.52684,   -1.35208,   -0.67163,Segment:  57
   2.78711,    1.05040,   -1.52400,    3.58401,   -1.59338,   -1.39687,   -0.64826,Segment:  58
   2.85644,    0.94474,   -1.52400,    3.59447,   -1.66175,   -1.44082,   -0.62223,Segment:  59
   2.93636,    0.82294,   -1.52400,    3.60210,   -1.73198,   -1.48379,   -0.59414,Segment:  60
   3.03277,    0.67602,   -1.52400,    3.60686,   -1.80407,   -1.52566,   -0.56459,Segment:  61
   3.16070,    0.48105,   -1.52400,    3.60868,   -1.87806,   -1.56632,   -0.53415,Segment:  62
   3.47635,    0.00000,   -1.52400,    3.60751,   -1.95397,   -1.60570,   -0.50336,Segment:  63
#======= TRAJECTORY END: DionisioPAE
